lat,long,name,phone_1,phone_2,address,health,human,tech,material,subcategory,description,hours,verified,link
47.6127233,-122.3420627,Angeline's Day Center,206-436-8650,,"2025 Third Avenue, Seattle 98121",,,,TRUE,Hygiene,"Showers, laundry, phone, computers, legal advice, and healthcare for women only.", Everyday: 8 am - 6 pm ,Verified 12/09,http://www.ywcaworks.org/page.aspx?pid=446
47.620641,-122.3320707,Immanuel Lutheran,206-622-1930 ,,"1215 Thomas St., Seattle 98109",,,,TRUE,Hygiene,Showers and laundry service for men and women.,"Showers Mon-Fri: 8 am - 11:30 am, Laundry Mon-Fri: 8 am - 9:30 am ",Verified 12/09,http://www.immanuelseattle.org/
47.6125091,-122.3416688,Family & Adult Service Center (FASC),206-357-3160 ,,2013 Third Ave. Seattle 98104,,,,TRUE,Hygiene,Laundry & showers available to both men & women. Towels & soap provided. Sign-up that morning for a time slot for either service or both. ,Everyday: 11 am - 7 pm,Verified 2/08,http://www.fasconline.org/
47.622888,-122.322335,Capitol Hill Branch Seattle Public Library,206-684-4715,,"425 Harvard Ave E, Seattle, WA 98102",,,TRUE,,Computer/Internet,,"Mon - Thurs: 10:00 am to 8:00 pm Fri, Sat: 10:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm",,
47.6157916,-122.343359,Belltown Community Center,206-684-7245,,"415 Bell St, Seattle, WA 98121",,,TRUE,,Computer/Internet,,"Mon, Wed: 3:00 pm to 8:00 pm Tues, Thurs, Fri: 9:30 am to 2:30 pm Sat, Sun: Closed",,
47.6066004,-122.3329838,Central Branch Seattle Public Library,206-386-4636,,"1000 4th Ave, Seattle, WA 98104",,,TRUE,,Computer/Internet,,"Mon - Thurs: 10:00 am to 8:00 pm Fri, Sat: 10:00 am to 6:00 pm Sun: noon to 6:00 pm",,
47.6014266,-122.3202676,Yesler Computer Lab,206-615-1579,,"917 E Yesler Way, Seattle, WA 98122",,,TRUE,,Computer/Internet,,"Tues, Thurs: 10:00 am to noon",,
47.5961387,-122.3224661,International District/Chinatown Community Center,206-233-0042,,"718 8th Ave S, Seattle, WA 98104",,,TRUE,,Computer/Internet,,"Mon, Fri: 11:00 am to 9:00 pm Tues: 3:00 pm to 6:00 pm Wed: Noon to 9:00 pm Thurs: 9:00 am to noon Sat, Sun: Closed",,
47.5962327,-122.3227843,International District/Chinatown Branch Seattle Public Library,206-386-1300,,"713 8th Ave S, Seattle, WA 98104",,,TRUE,,Computer/Internet,,"Mon, Tues: 1:00 pm to 8:00 pm Wed, Thurs, Sat: 11:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm Fri: Closed",,
47.6019757,-122.3017764,Douglass-Truth Branch Seattle Public Library,206-684-4704,,"2300 E Yesler Way, Seattle, WA 98122",,,TRUE,,Computer/Internet,,"Mon - Thurs: 10:00 am to 8:00 pm Fri, Sat: 10:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm",,
47.5984936,-122.301533,Central Neighborhood Service Center,206-684-4767,,"2301 S Jackson St Suite. 200, Seattle, WA 98144",,,TRUE,,Computer/Internet,,Mon - Fri: 9:00 am to 7:00 pm Sat: 9:00 am to 5:00 pm,,
47.6217168,-122.3069292,Miller Community Center,206-684-4753,,"330 19th Ave E, Seattle, WA 98112",,,TRUE,,Computer/Internet,,"Mon - Fri: 4:00 pm to 9:00 pm Tues: 9:30 am to 12:30 pm, 4:00 pm to 9:00 pm Sat, Sun: Closed",,
47.6500597,-122.348423,Fremont Branch Seattle Public Library,206-684-4084,,"731 N 35th St, Seattle, WA 98103",,,TRUE,,Computer/Internet,,"Mon, Tues: 1:00 pm to 8:00 pm Wed, Thurs, Sat: 11:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm Fri: Closed",,
47.662339,-122.3126518,University District Neighborhood Service Center,206-684-0896,,"4534 University Way NE, Seattle, WA 98105",,,TRUE,,Computer/Internet,,Monday to Friday 10 AM to 6 PM; Saturday 10 AM to 2 PM,,
47.6652442,-122.3178828,University Branch Seattle Public Library,206-684-4063,,"5009 Roosevelt Way NE, Seattle, WA 98105",,,TRUE,,Computer/Internet,,"Mon, Tues: 1:00 pm to 8:00 pm Wed, Thurs, Sat: 11:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm Fri: Closed",,
47.6612434,-122.3389244,Wallingford Branch Seattle Public Library,206-684-4088,,"1501 N 45th St, Seattle, WA 98103",,,TRUE,,Computer/Internet,,"Mon, Tues: 1:00 pm to 8:00 pm Wed, Thurs, Sat: 11:00 am to 6:00 pm Sun: 1:00 pm to 5:00 pm Fri: Closed",,
